Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['sop.cls.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.bias', 'cls.predictions.bias', 'pos_transform.dense.bias', 'pos_transform.LayerNorm.bias', 'pos_head.weight', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.weight', 'cls.predictions.transform.dense.weight', 'pos_head.bias', 'pos_transform.LayerNorm.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 4.313064098358154, 'eval_runtime': 0.3379, 'eval_samples_per_second': 115.431, 'eval_steps_per_second': 14.799, 'epoch': 1.0}
{'eval_loss': 0.0724169984459877, 'eval_runtime': 0.3271, 'eval_samples_per_second': 119.231, 'eval_steps_per_second': 15.286, 'epoch': 91.0}
{'eval_loss': 0.07237596809864044, 'eval_runtime': 0.3265, 'eval_samples_per_second': 119.44, 'eval_steps_per_second': 15.313, 'epoch': 92.0}
{'eval_loss': 0.07234704494476318, 'eval_runtime': 0.3357, 'eval_samples_per_second': 116.191, 'eval_steps_per_second': 14.896, 'epoch': 93.0}
{'eval_loss': 0.07233250141143799, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.903, 'eval_steps_per_second': 15.116, 'epoch': 94.0}
{'eval_loss': 0.07231245934963226, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.797, 'eval_steps_per_second': 15.23, 'epoch': 95.0}
{'eval_loss': 0.07230269908905029, 'eval_runtime': 0.3286, 'eval_samples_per_second': 118.675, 'eval_steps_per_second': 15.215, 'epoch': 96.0}
{'eval_loss': 0.07229602336883545, 'eval_runtime': 0.3282, 'eval_samples_per_second': 118.823, 'eval_steps_per_second': 15.234, 'epoch': 97.0}
{'eval_loss': 0.07229224592447281, 'eval_runtime': 0.329, 'eval_samples_per_second': 118.542, 'eval_steps_per_second': 15.198, 'epoch': 98.0}
{'eval_loss': 0.07229074090719223, 'eval_runtime': 0.3288, 'eval_samples_per_second': 118.631, 'eval_steps_per_second': 15.209, 'epoch': 99.0}
{'loss': 0.0906, 'learning_rate': 0.0, 'epoch': 100.0}
{'eval_loss': 0.07229064404964447, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.782, 'eval_steps_per_second': 15.228, 'epoch': 100.0}
{'train_runtime': 219.6207, 'train_samples_per_second': 17.758, 'train_steps_per_second': 2.277, 'train_loss': 0.301775634765625, 'epoch': 100.0}
Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['pos_transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.bias', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.LayerNorm.weight', 'pos_head.weight', 'pos_head.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.decoder.bias', 'cls.predictions.transform.dense.bias', 'sop.cls.bias', 'pos_transform.dense.weight', 'cls.predictions.decoder.weight', 'pos_transform.LayerNorm.bias']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 4.349849700927734, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.083, 'eval_steps_per_second': 15.011, 'epoch': 1.0}
{'eval_loss': 3.6517083644866943, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.11, 'eval_steps_per_second': 15.142, 'epoch': 2.0}
{'eval_loss': 2.7247231006622314, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.889, 'eval_steps_per_second': 15.114, 'epoch': 3.0}
{'eval_loss': 1.6986089944839478, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.491, 'eval_steps_per_second': 15.063, 'epoch': 4.0}
{'eval_loss': 0.9661474227905273, 'eval_runtime': 0.3306, 'eval_samples_per_second': 117.977, 'eval_steps_per_second': 15.125, 'epoch': 5.0}
{'eval_loss': 0.6384860873222351, 'eval_runtime': 0.3388, 'eval_samples_per_second': 115.102, 'eval_steps_per_second': 14.757, 'epoch': 6.0}
{'eval_loss': 0.5080026388168335, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.322, 'eval_steps_per_second': 15.17, 'epoch': 7.0}
{'eval_loss': 0.43364983797073364, 'eval_runtime': 0.3343, 'eval_samples_per_second': 116.678, 'eval_steps_per_second': 14.959, 'epoch': 8.0}
{'eval_loss': 0.3967796862125397, 'eval_runtime': 0.3421, 'eval_samples_per_second': 113.999, 'eval_steps_per_second': 14.615, 'epoch': 9.0}
{'eval_loss': 0.36985498666763306, 'eval_runtime': 0.33, 'eval_samples_per_second': 118.174, 'eval_steps_per_second': 15.151, 'epoch': 10.0}
{'eval_loss': 0.3485555052757263, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.771, 'eval_steps_per_second': 15.227, 'epoch': 11.0}
{'eval_loss': 0.3339903652667999, 'eval_runtime': 0.329, 'eval_samples_per_second': 118.523, 'eval_steps_per_second': 15.195, 'epoch': 12.0}
{'eval_loss': 0.3250633776187897, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.715, 'eval_steps_per_second': 15.092, 'epoch': 13.0}
{'eval_loss': 0.31298956274986267, 'eval_runtime': 0.33, 'eval_samples_per_second': 118.169, 'eval_steps_per_second': 15.15, 'epoch': 14.0}
{'eval_loss': 0.3067755401134491, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.289, 'eval_steps_per_second': 15.165, 'epoch': 15.0}
{'eval_loss': 0.29603901505470276, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.454, 'eval_steps_per_second': 15.058, 'epoch': 16.0}
{'eval_loss': 0.2875494360923767, 'eval_runtime': 0.3299, 'eval_samples_per_second': 118.205, 'eval_steps_per_second': 15.154, 'epoch': 17.0}
{'eval_loss': 0.2781447470188141, 'eval_runtime': 0.3327, 'eval_samples_per_second': 117.236, 'eval_steps_per_second': 15.03, 'epoch': 18.0}
{'eval_loss': 0.2698129415512085, 'eval_runtime': 0.3354, 'eval_samples_per_second': 116.265, 'eval_steps_per_second': 14.906, 'epoch': 19.0}
{'loss': 1.1309, 'learning_rate': 9.045084971874738e-06, 'epoch': 20.0}
{'eval_loss': 0.26097577810287476, 'eval_runtime': 0.327, 'eval_samples_per_second': 119.265, 'eval_steps_per_second': 15.29, 'epoch': 20.0}
{'eval_loss': 0.2524552345275879, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.184, 'eval_steps_per_second': 15.024, 'epoch': 21.0}
{'eval_loss': 0.2445439100265503, 'eval_runtime': 0.3278, 'eval_samples_per_second': 118.966, 'eval_steps_per_second': 15.252, 'epoch': 22.0}
{'eval_loss': 0.2366788387298584, 'eval_runtime': 0.3277, 'eval_samples_per_second': 119.01, 'eval_steps_per_second': 15.258, 'epoch': 23.0}
{'eval_loss': 0.22957831621170044, 'eval_runtime': 0.329, 'eval_samples_per_second': 118.543, 'eval_steps_per_second': 15.198, 'epoch': 24.0}
{'eval_loss': 0.22285202145576477, 'eval_runtime': 0.336, 'eval_samples_per_second': 116.062, 'eval_steps_per_second': 14.88, 'epoch': 25.0}
{'eval_loss': 0.21691229939460754, 'eval_runtime': 0.33, 'eval_samples_per_second': 118.196, 'eval_steps_per_second': 15.153, 'epoch': 26.0}
{'eval_loss': 0.21118222177028656, 'eval_runtime': 0.3338, 'eval_samples_per_second': 116.831, 'eval_steps_per_second': 14.978, 'epoch': 27.0}
{'eval_loss': 0.20563167333602905, 'eval_runtime': 0.3301, 'eval_samples_per_second': 118.135, 'eval_steps_per_second': 15.146, 'epoch': 28.0}
{'eval_loss': 0.2001882642507553, 'eval_runtime': 0.3281, 'eval_samples_per_second': 118.848, 'eval_steps_per_second': 15.237, 'epoch': 29.0}
{'eval_loss': 0.1950538158416748, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.757, 'eval_steps_per_second': 15.225, 'epoch': 30.0}
{'eval_loss': 0.18959969282150269, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.755, 'eval_steps_per_second': 15.225, 'epoch': 31.0}
{'eval_loss': 0.18501022458076477, 'eval_runtime': 0.3276, 'eval_samples_per_second': 119.031, 'eval_steps_per_second': 15.26, 'epoch': 32.0}
{'eval_loss': 0.17939181625843048, 'eval_runtime': 0.3285, 'eval_samples_per_second': 118.729, 'eval_steps_per_second': 15.222, 'epoch': 33.0}
{'eval_loss': 0.17429010570049286, 'eval_runtime': 0.3282, 'eval_samples_per_second': 118.828, 'eval_steps_per_second': 15.234, 'epoch': 34.0}
{'eval_loss': 0.16921381652355194, 'eval_runtime': 0.3337, 'eval_samples_per_second': 116.863, 'eval_steps_per_second': 14.982, 'epoch': 35.0}
{'eval_loss': 0.16473811864852905, 'eval_runtime': 0.3274, 'eval_samples_per_second': 119.119, 'eval_steps_per_second': 15.272, 'epoch': 36.0}
{'eval_loss': 0.15854187309741974, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.647, 'eval_steps_per_second': 15.083, 'epoch': 37.0}
{'eval_loss': 0.1544695943593979, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.563, 'eval_steps_per_second': 15.072, 'epoch': 38.0}
{'eval_loss': 0.15065431594848633, 'eval_runtime': 0.3334, 'eval_samples_per_second': 116.965, 'eval_steps_per_second': 14.996, 'epoch': 39.0}
{'loss': 0.2209, 'learning_rate': 6.545084971874738e-06, 'epoch': 40.0}
{'eval_loss': 0.14534299075603485, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.473, 'eval_steps_per_second': 15.061, 'epoch': 40.0}
{'eval_loss': 0.14052699506282806, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.745, 'eval_steps_per_second': 15.224, 'epoch': 41.0}
{'eval_loss': 0.1362754851579666, 'eval_runtime': 0.3277, 'eval_samples_per_second': 119.011, 'eval_steps_per_second': 15.258, 'epoch': 42.0}
{'eval_loss': 0.13183481991291046, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.797, 'eval_steps_per_second': 15.23, 'epoch': 43.0}
{'eval_loss': 0.12794435024261475, 'eval_runtime': 0.3298, 'eval_samples_per_second': 118.257, 'eval_steps_per_second': 15.161, 'epoch': 44.0}
{'eval_loss': 0.12449821829795837, 'eval_runtime': 0.3334, 'eval_samples_per_second': 116.986, 'eval_steps_per_second': 14.998, 'epoch': 45.0}
{'eval_loss': 0.12162964046001434, 'eval_runtime': 0.3253, 'eval_samples_per_second': 119.889, 'eval_steps_per_second': 15.37, 'epoch': 46.0}
{'eval_loss': 0.1179824098944664, 'eval_runtime': 0.3293, 'eval_samples_per_second': 118.451, 'eval_steps_per_second': 15.186, 'epoch': 47.0}
{'eval_loss': 0.11475356668233871, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.896, 'eval_steps_per_second': 15.115, 'epoch': 48.0}
{'eval_loss': 0.11231742799282074, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.021, 'eval_steps_per_second': 15.131, 'epoch': 49.0}
{'eval_loss': 0.11007120460271835, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.336, 'eval_steps_per_second': 15.171, 'epoch': 50.0}
{'eval_loss': 0.1072331964969635, 'eval_runtime': 0.3413, 'eval_samples_per_second': 114.278, 'eval_steps_per_second': 14.651, 'epoch': 51.0}
{'eval_loss': 0.10518915206193924, 'eval_runtime': 0.3272, 'eval_samples_per_second': 119.211, 'eval_steps_per_second': 15.283, 'epoch': 52.0}
{'eval_loss': 0.10332157462835312, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.786, 'eval_steps_per_second': 15.101, 'epoch': 53.0}
{'eval_loss': 0.10146769136190414, 'eval_runtime': 0.3391, 'eval_samples_per_second': 115.018, 'eval_steps_per_second': 14.746, 'epoch': 54.0}
{'eval_loss': 0.09950452297925949, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.84, 'eval_steps_per_second': 15.108, 'epoch': 55.0}
{'eval_loss': 0.09778078645467758, 'eval_runtime': 0.34, 'eval_samples_per_second': 114.711, 'eval_steps_per_second': 14.707, 'epoch': 56.0}
{'eval_loss': 0.09674113243818283, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.804, 'eval_steps_per_second': 15.231, 'epoch': 57.0}
{'eval_loss': 0.09531307220458984, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.5, 'eval_steps_per_second': 15.192, 'epoch': 58.0}
{'eval_loss': 0.0936487540602684, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.368, 'eval_steps_per_second': 15.175, 'epoch': 59.0}
{'loss': 0.1353, 'learning_rate': 3.4549150281252635e-06, 'epoch': 60.0}
{'eval_loss': 0.09234214574098587, 'eval_runtime': 0.3462, 'eval_samples_per_second': 112.648, 'eval_steps_per_second': 14.442, 'epoch': 60.0}
{'eval_loss': 0.09122055768966675, 'eval_runtime': 0.3421, 'eval_samples_per_second': 113.999, 'eval_steps_per_second': 14.615, 'epoch': 61.0}
{'eval_loss': 0.09047289192676544, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.529, 'eval_steps_per_second': 15.068, 'epoch': 62.0}
{'eval_loss': 0.08924222737550735, 'eval_runtime': 0.3303, 'eval_samples_per_second': 118.065, 'eval_steps_per_second': 15.137, 'epoch': 63.0}
{'eval_loss': 0.08826358616352081, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.834, 'eval_steps_per_second': 15.107, 'epoch': 64.0}
{'eval_loss': 0.08748879283666611, 'eval_runtime': 0.3269, 'eval_samples_per_second': 119.316, 'eval_steps_per_second': 15.297, 'epoch': 65.0}
{'eval_loss': 0.08670064806938171, 'eval_runtime': 0.3568, 'eval_samples_per_second': 109.319, 'eval_steps_per_second': 14.015, 'epoch': 66.0}
{'eval_loss': 0.08603587001562119, 'eval_runtime': 0.3292, 'eval_samples_per_second': 118.458, 'eval_steps_per_second': 15.187, 'epoch': 67.0}
{'eval_loss': 0.08570361882448196, 'eval_runtime': 0.3275, 'eval_samples_per_second': 119.102, 'eval_steps_per_second': 15.269, 'epoch': 68.0}
{'eval_loss': 0.08553480356931686, 'eval_runtime': 0.3274, 'eval_samples_per_second': 119.104, 'eval_steps_per_second': 15.27, 'epoch': 69.0}
{'eval_loss': 0.08449770510196686, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.344, 'eval_steps_per_second': 15.172, 'epoch': 70.0}
{'eval_loss': 0.08349373936653137, 'eval_runtime': 0.3461, 'eval_samples_per_second': 112.686, 'eval_steps_per_second': 14.447, 'epoch': 71.0}
{'eval_loss': 0.08286228030920029, 'eval_runtime': 0.3279, 'eval_samples_per_second': 118.941, 'eval_steps_per_second': 15.249, 'epoch': 72.0}
{'eval_loss': 0.08229854702949524, 'eval_runtime': 0.3273, 'eval_samples_per_second': 119.156, 'eval_steps_per_second': 15.276, 'epoch': 73.0}
{'eval_loss': 0.08184270560741425, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.355, 'eval_steps_per_second': 15.174, 'epoch': 74.0}
{'eval_loss': 0.08151514083147049, 'eval_runtime': 0.327, 'eval_samples_per_second': 119.273, 'eval_steps_per_second': 15.291, 'epoch': 75.0}
{'eval_loss': 0.08119240403175354, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.313, 'eval_steps_per_second': 15.168, 'epoch': 76.0}
{'eval_loss': 0.08080010116100311, 'eval_runtime': 0.3374, 'eval_samples_per_second': 115.603, 'eval_steps_per_second': 14.821, 'epoch': 77.0}
{'eval_loss': 0.08046996593475342, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.835, 'eval_steps_per_second': 15.107, 'epoch': 78.0}
{'eval_loss': 0.08013464510440826, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.51, 'eval_steps_per_second': 15.194, 'epoch': 79.0}
{'loss': 0.1043, 'learning_rate': 9.549150281252633e-07, 'epoch': 80.0}
{'eval_loss': 0.07992536574602127, 'eval_runtime': 0.3282, 'eval_samples_per_second': 118.847, 'eval_steps_per_second': 15.237, 'epoch': 80.0}
{'eval_loss': 0.07971549034118652, 'eval_runtime': 0.326, 'eval_samples_per_second': 119.63, 'eval_steps_per_second': 15.337, 'epoch': 81.0}
{'eval_loss': 0.07943249493837357, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.284, 'eval_steps_per_second': 15.165, 'epoch': 82.0}
{'eval_loss': 0.07921851426362991, 'eval_runtime': 0.3447, 'eval_samples_per_second': 113.127, 'eval_steps_per_second': 14.503, 'epoch': 83.0}
{'eval_loss': 0.07907456159591675, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.91, 'eval_steps_per_second': 15.117, 'epoch': 84.0}
{'eval_loss': 0.07894163578748703, 'eval_runtime': 0.3289, 'eval_samples_per_second': 118.57, 'eval_steps_per_second': 15.201, 'epoch': 85.0}
{'eval_loss': 0.0788063183426857, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.283, 'eval_steps_per_second': 15.165, 'epoch': 86.0}
{'eval_loss': 0.07868673652410507, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.795, 'eval_steps_per_second': 15.102, 'epoch': 87.0}
{'eval_loss': 0.0785689502954483, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.31, 'eval_steps_per_second': 15.168, 'epoch': 88.0}
{'eval_loss': 0.07843388617038727, 'eval_runtime': 0.3309, 'eval_samples_per_second': 117.878, 'eval_steps_per_second': 15.113, 'epoch': 89.0}
{'eval_loss': 0.07835301011800766, 'eval_runtime': 0.3362, 'eval_samples_per_second': 116.016, 'eval_steps_per_second': 14.874, 'epoch': 90.0}
{'eval_loss': 0.07827519625425339, 'eval_runtime': 0.3288, 'eval_samples_per_second': 118.596, 'eval_steps_per_second': 15.205, 'epoch': 91.0}
{'eval_loss': 0.07819362729787827, 'eval_runtime': 0.3445, 'eval_samples_per_second': 113.221, 'eval_steps_per_second': 14.516, 'epoch': 92.0}
{'eval_loss': 0.07814884930849075, 'eval_runtime': 0.3273, 'eval_samples_per_second': 119.164, 'eval_steps_per_second': 15.277, 'epoch': 93.0}
{'eval_loss': 0.07812535762786865, 'eval_runtime': 0.3274, 'eval_samples_per_second': 119.135, 'eval_steps_per_second': 15.274, 'epoch': 94.0}
{'eval_loss': 0.07810025662183762, 'eval_runtime': 0.3305, 'eval_samples_per_second': 118.008, 'eval_steps_per_second': 15.129, 'epoch': 95.0}
{'eval_loss': 0.07808348536491394, 'eval_runtime': 0.3277, 'eval_samples_per_second': 119.001, 'eval_steps_per_second': 15.256, 'epoch': 96.0}
{'eval_loss': 0.07807119935750961, 'eval_runtime': 0.3342, 'eval_samples_per_second': 116.683, 'eval_steps_per_second': 14.959, 'epoch': 97.0}
{'eval_loss': 0.07806527614593506, 'eval_runtime': 0.3293, 'eval_samples_per_second': 118.423, 'eval_steps_per_second': 15.182, 'epoch': 98.0}
{'eval_loss': 0.07806319743394852, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.492, 'eval_steps_per_second': 15.191, 'epoch': 99.0}
{'loss': 0.097, 'learning_rate': 0.0, 'epoch': 100.0}
{'eval_loss': 0.0780629962682724, 'eval_runtime': 0.3279, 'eval_samples_per_second': 118.953, 'eval_steps_per_second': 15.25, 'epoch': 100.0}
{'train_runtime': 218.2166, 'train_samples_per_second': 17.872, 'train_steps_per_second': 2.291, 'train_loss': 0.33767028999328613, 'epoch': 100.0}
Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.bias', 'pos_transform.LayerNorm.bias', 'sop.cls.weight', 'sop.cls.bias', 'pos_head.weight', 'pos_transform.LayerNorm.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'pos_transform.dense.weight', 'cls.predictions.bias', 'cls.predictions.decoder.bias', 'pos_head.bias', 'cls.predictions.transform.dense.bias']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 4.26517915725708, 'eval_runtime': 0.328, 'eval_samples_per_second': 118.901, 'eval_steps_per_second': 15.244, 'epoch': 1.0}
{'eval_loss': 3.563466787338257, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.094, 'eval_steps_per_second': 15.14, 'epoch': 2.0}
{'eval_loss': 2.7141215801239014, 'eval_runtime': 0.3298, 'eval_samples_per_second': 118.251, 'eval_steps_per_second': 15.16, 'epoch': 3.0}
{'eval_loss': 1.7893420457839966, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.723, 'eval_steps_per_second': 15.093, 'epoch': 4.0}
{'eval_loss': 1.0786311626434326, 'eval_runtime': 0.3298, 'eval_samples_per_second': 118.236, 'eval_steps_per_second': 15.158, 'epoch': 5.0}
{'eval_loss': 0.6944578289985657, 'eval_runtime': 0.3309, 'eval_samples_per_second': 117.846, 'eval_steps_per_second': 15.108, 'epoch': 6.0}
{'eval_loss': 0.5289595127105713, 'eval_runtime': 0.3273, 'eval_samples_per_second': 119.142, 'eval_steps_per_second': 15.275, 'epoch': 7.0}
{'eval_loss': 0.45356857776641846, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.513, 'eval_steps_per_second': 15.194, 'epoch': 8.0}
{'eval_loss': 0.41597145795822144, 'eval_runtime': 0.3271, 'eval_samples_per_second': 119.219, 'eval_steps_per_second': 15.285, 'epoch': 9.0}
{'eval_loss': 0.38778814673423767, 'eval_runtime': 0.3282, 'eval_samples_per_second': 118.824, 'eval_steps_per_second': 15.234, 'epoch': 10.0}
{'eval_loss': 0.37087270617485046, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.908, 'eval_steps_per_second': 15.116, 'epoch': 11.0}
{'eval_loss': 0.3522263765335083, 'eval_runtime': 0.3305, 'eval_samples_per_second': 117.994, 'eval_steps_per_second': 15.127, 'epoch': 12.0}
{'eval_loss': 0.3390269875526428, 'eval_runtime': 0.344, 'eval_samples_per_second': 113.377, 'eval_steps_per_second': 14.535, 'epoch': 13.0}
{'eval_loss': 0.32682254910469055, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.704, 'eval_steps_per_second': 15.09, 'epoch': 14.0}
{'eval_loss': 0.31658002734184265, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.781, 'eval_steps_per_second': 15.1, 'epoch': 15.0}
{'eval_loss': 0.30781295895576477, 'eval_runtime': 0.3301, 'eval_samples_per_second': 118.144, 'eval_steps_per_second': 15.147, 'epoch': 16.0}
{'eval_loss': 0.29728439450263977, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.335, 'eval_steps_per_second': 15.171, 'epoch': 17.0}
{'eval_loss': 0.2882677912712097, 'eval_runtime': 0.3279, 'eval_samples_per_second': 118.951, 'eval_steps_per_second': 15.25, 'epoch': 18.0}
{'eval_loss': 0.27809229493141174, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.343, 'eval_steps_per_second': 15.172, 'epoch': 19.0}
{'loss': 1.1466, 'learning_rate': 8.020000000000001e-06, 'epoch': 20.0}
{'eval_loss': 0.2682102918624878, 'eval_runtime': 0.3375, 'eval_samples_per_second': 115.556, 'eval_steps_per_second': 14.815, 'epoch': 20.0}
{'eval_loss': 0.25874507427215576, 'eval_runtime': 0.3329, 'eval_samples_per_second': 117.135, 'eval_steps_per_second': 15.017, 'epoch': 21.0}
{'eval_loss': 0.2500016987323761, 'eval_runtime': 0.3289, 'eval_samples_per_second': 118.565, 'eval_steps_per_second': 15.201, 'epoch': 22.0}
{'eval_loss': 0.241338312625885, 'eval_runtime': 0.3272, 'eval_samples_per_second': 119.209, 'eval_steps_per_second': 15.283, 'epoch': 23.0}
{'eval_loss': 0.2328280210494995, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.763, 'eval_steps_per_second': 15.226, 'epoch': 24.0}
{'eval_loss': 0.22470158338546753, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.644, 'eval_steps_per_second': 15.083, 'epoch': 25.0}
{'eval_loss': 0.21672755479812622, 'eval_runtime': 0.3299, 'eval_samples_per_second': 118.216, 'eval_steps_per_second': 15.156, 'epoch': 26.0}
{'eval_loss': 0.20896872878074646, 'eval_runtime': 0.3501, 'eval_samples_per_second': 111.386, 'eval_steps_per_second': 14.28, 'epoch': 27.0}
{'eval_loss': 0.20186889171600342, 'eval_runtime': 0.3294, 'eval_samples_per_second': 118.388, 'eval_steps_per_second': 15.178, 'epoch': 28.0}
{'eval_loss': 0.19445852935314178, 'eval_runtime': 0.3284, 'eval_samples_per_second': 118.75, 'eval_steps_per_second': 15.224, 'epoch': 29.0}
{'eval_loss': 0.18731576204299927, 'eval_runtime': 0.3285, 'eval_samples_per_second': 118.709, 'eval_steps_per_second': 15.219, 'epoch': 30.0}
{'eval_loss': 0.18095099925994873, 'eval_runtime': 0.3389, 'eval_samples_per_second': 115.077, 'eval_steps_per_second': 14.753, 'epoch': 31.0}
{'eval_loss': 0.1747443825006485, 'eval_runtime': 0.3411, 'eval_samples_per_second': 114.345, 'eval_steps_per_second': 14.66, 'epoch': 32.0}
{'eval_loss': 0.16880735754966736, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.497, 'eval_steps_per_second': 15.192, 'epoch': 33.0}
{'eval_loss': 0.16389776766300201, 'eval_runtime': 0.3286, 'eval_samples_per_second': 118.682, 'eval_steps_per_second': 15.216, 'epoch': 34.0}
{'eval_loss': 0.15794587135314941, 'eval_runtime': 0.3278, 'eval_samples_per_second': 118.975, 'eval_steps_per_second': 15.253, 'epoch': 35.0}
