原始数据（规则筛选或信息抽取）：训练集有数据3000条，验证集有数据334条。
原始数据（规则筛选或信息抽取）：训练集有数据1199条，验证集有数据134条。
规则：训练集有数据574条，验证集有数据64条。
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/scipy/__init__.py:132: UserWarning: A NumPy version >=1.21.6 and <1.28.0 is required for this version of SciPy (detected version 1.21.5)
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
Building prefix dict from /home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/vocab.txt ...
Loading model from cache /tmp/jieba.u2936b6aa2669ea7ea53bb471c04c76db.cache
Loading model cost 0.834 seconds.
Prefix dict has been built successfully.
Simbert不能正常使用，除非你安装：bert4keras、tensorflow ，为了安装快捷，没有默认安装.... No module named 'bert4keras'
smart_open library not found; falling back to local-filesystem-only

 Synonyms: v3.18.0, Project home: https://github.com/chatopera/Synonyms/

 Project Sponsored by Chatopera

  deliver your chatbots with Chatopera Cloud Services --> https://bot.chatopera.com

>> Synonyms load wordseg dict [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/vocab.txt] ... 
>> Synonyms on loading stopwords [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/stopwords.txt] ...
>> Synonyms on loading vectors [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/words.vector.gz] ...
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/scipy/__init__.py:132: UserWarning: A NumPy version >=1.21.6 and <1.28.0 is required for this version of SciPy (detected version 1.21.5)
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['pos_transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'sop.cls.bias', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.bias', 'pos_head.bias', 'pos_transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight', 'pos_head.weight', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.weight', 'pos_transform.LayerNorm.bias']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'loss': 0.6662, 'learning_rate': 4.995155977523736e-05, 'epoch': 0.02}
{'loss': 0.0659, 'learning_rate': 5e-05, 'epoch': 2.44}
{'loss': 0.0647, 'learning_rate': 5e-05, 'epoch': 2.46}
{'loss': 0.0663, 'learning_rate': 5e-05, 'epoch': 2.48}
{'loss': 0.0818, 'learning_rate': 5e-05, 'epoch': 2.5}
{'loss': 0.085, 'learning_rate': 5e-05, 'epoch': 2.52}
{'loss': 0.0859, 'learning_rate': 5e-05, 'epoch': 2.54}
{'loss': 0.0708, 'learning_rate': 5e-05, 'epoch': 2.56}
{'loss': 0.0806, 'learning_rate': 5e-05, 'epoch': 2.58}
{'loss': 0.067, 'learning_rate': 5e-05, 'epoch': 2.6}
{'loss': 0.0716, 'learning_rate': 5e-05, 'epoch': 2.62}
{'loss': 0.0756, 'learning_rate': 5e-05, 'epoch': 2.64}
{'loss': 0.0664, 'learning_rate': 5e-05, 'epoch': 2.65}
{'loss': 0.0729, 'learning_rate': 5e-05, 'epoch': 2.67}
{'loss': 0.0723, 'learning_rate': 5e-05, 'epoch': 2.69}
{'loss': 0.0708, 'learning_rate': 5e-05, 'epoch': 2.71}
{'loss': 0.0736, 'learning_rate': 5e-05, 'epoch': 2.73}
{'loss': 0.0694, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.0737, 'learning_rate': 5e-05, 'epoch': 2.77}
{'loss': 0.0805, 'learning_rate': 5e-05, 'epoch': 2.79}
{'loss': 0.0854, 'learning_rate': 5e-05, 'epoch': 2.81}
{'loss': 0.0664, 'learning_rate': 5e-05, 'epoch': 2.83}
{'loss': 0.073, 'learning_rate': 5e-05, 'epoch': 2.85}
{'loss': 0.0758, 'learning_rate': 5e-05, 'epoch': 2.87}
{'loss': 0.0752, 'learning_rate': 5e-05, 'epoch': 2.89}
{'loss': 0.0798, 'learning_rate': 5e-05, 'epoch': 2.91}
{'loss': 0.0786, 'learning_rate': 5e-05, 'epoch': 2.93}
{'loss': 0.0809, 'learning_rate': 5e-05, 'epoch': 2.95}
{'loss': 0.0691, 'learning_rate': 5e-05, 'epoch': 2.96}
{'loss': 0.0689, 'learning_rate': 5e-05, 'epoch': 2.98}
{'eval_loss': 0.040965527296066284, 'eval_runtime': 4.5333, 'eval_samples_per_second': 140.736, 'eval_steps_per_second': 17.647, 'epoch': 3.0}
{'loss': 0.0686, 'learning_rate': 5e-05, 'epoch': 3.0}
{'loss': 0.061, 'learning_rate': 5e-05, 'epoch': 3.02}
{'loss': 0.0648, 'learning_rate': 5e-05, 'epoch': 3.04}
{'loss': 0.0638, 'learning_rate': 5e-05, 'epoch': 3.06}
{'loss': 0.0688, 'learning_rate': 5e-05, 'epoch': 3.08}
{'loss': 0.0757, 'learning_rate': 5e-05, 'epoch': 3.1}
{'loss': 0.0529, 'learning_rate': 5e-05, 'epoch': 3.12}
{'loss': 0.0572, 'learning_rate': 5e-05, 'epoch': 3.14}
{'loss': 0.0618, 'learning_rate': 5e-05, 'epoch': 3.16}
{'loss': 0.0611, 'learning_rate': 5e-05, 'epoch': 3.18}
{'loss': 0.0671, 'learning_rate': 5e-05, 'epoch': 3.2}
{'loss': 0.0625, 'learning_rate': 5e-05, 'epoch': 3.22}
{'loss': 0.0542, 'learning_rate': 5e-05, 'epoch': 3.24}
{'loss': 0.0626, 'learning_rate': 5e-05, 'epoch': 3.26}
{'loss': 0.0632, 'learning_rate': 5e-05, 'epoch': 3.27}
{'loss': 0.0559, 'learning_rate': 5e-05, 'epoch': 3.29}
{'loss': 0.0591, 'learning_rate': 5e-05, 'epoch': 3.31}
{'loss': 0.0621, 'learning_rate': 5e-05, 'epoch': 3.33}
{'loss': 0.066, 'learning_rate': 5e-05, 'epoch': 3.35}
{'loss': 0.0701, 'learning_rate': 5e-05, 'epoch': 3.37}
{'loss': 0.0677, 'learning_rate': 5e-05, 'epoch': 3.39}
{'loss': 0.0677, 'learning_rate': 5e-05, 'epoch': 3.41}
{'loss': 0.0798, 'learning_rate': 5e-05, 'epoch': 3.43}
{'loss': 0.0592, 'learning_rate': 5e-05, 'epoch': 3.45}
{'loss': 0.058, 'learning_rate': 5e-05, 'epoch': 3.47}
{'loss': 0.0701, 'learning_rate': 5e-05, 'epoch': 3.49}
{'loss': 0.0661, 'learning_rate': 5e-05, 'epoch': 3.51}
{'loss': 0.0675, 'learning_rate': 5e-05, 'epoch': 3.53}
{'loss': 0.0675, 'learning_rate': 5e-05, 'epoch': 3.55}
{'loss': 0.0895, 'learning_rate': 5e-05, 'epoch': 3.57}
{'loss': 0.0632, 'learning_rate': 5e-05, 'epoch': 3.58}
{'loss': 0.066, 'learning_rate': 5e-05, 'epoch': 3.6}
{'loss': 0.0716, 'learning_rate': 5e-05, 'epoch': 3.62}
{'loss': 0.0652, 'learning_rate': 5e-05, 'epoch': 3.64}
{'loss': 0.0652, 'learning_rate': 5e-05, 'epoch': 3.66}
{'loss': 0.0607, 'learning_rate': 5e-05, 'epoch': 3.68}
{'loss': 0.0648, 'learning_rate': 5e-05, 'epoch': 3.7}
{'loss': 0.0623, 'learning_rate': 5e-05, 'epoch': 3.72}
{'loss': 0.0582, 'learning_rate': 5e-05, 'epoch': 3.74}
{'loss': 0.0602, 'learning_rate': 5e-05, 'epoch': 3.76}
{'loss': 0.058, 'learning_rate': 5e-05, 'epoch': 3.78}
{'loss': 0.0678, 'learning_rate': 5e-05, 'epoch': 3.8}
{'loss': 0.0603, 'learning_rate': 5e-05, 'epoch': 3.82}
{'loss': 0.0714, 'learning_rate': 5e-05, 'epoch': 3.84}
{'loss': 0.0532, 'learning_rate': 5e-05, 'epoch': 3.86}
{'loss': 0.0658, 'learning_rate': 5e-05, 'epoch': 3.88}
{'loss': 0.0553, 'learning_rate': 5e-05, 'epoch': 3.89}
{'loss': 0.0646, 'learning_rate': 5e-05, 'epoch': 3.91}
{'loss': 0.0632, 'learning_rate': 5e-05, 'epoch': 3.93}
{'loss': 0.0619, 'learning_rate': 5e-05, 'epoch': 3.95}
{'loss': 0.0642, 'learning_rate': 5e-05, 'epoch': 3.97}
{'loss': 0.0666, 'learning_rate': 5e-05, 'epoch': 3.99}
{'eval_loss': 0.04023966193199158, 'eval_runtime': 4.5326, 'eval_samples_per_second': 140.759, 'eval_steps_per_second': 17.65, 'epoch': 4.0}
{'loss': 0.0679, 'learning_rate': 5e-05, 'epoch': 4.01}
{'loss': 0.0555, 'learning_rate': 5e-05, 'epoch': 4.03}
{'loss': 0.0517, 'learning_rate': 5e-05, 'epoch': 4.05}
{'loss': 0.0538, 'learning_rate': 5e-05, 'epoch': 4.07}
{'loss': 0.0577, 'learning_rate': 5e-05, 'epoch': 4.09}
{'loss': 0.0479, 'learning_rate': 5e-05, 'epoch': 4.11}
{'loss': 0.0521, 'learning_rate': 5e-05, 'epoch': 4.13}
{'loss': 0.0651, 'learning_rate': 5e-05, 'epoch': 4.15}
{'loss': 0.0623, 'learning_rate': 5e-05, 'epoch': 4.17}
{'loss': 0.0602, 'learning_rate': 5e-05, 'epoch': 4.19}
{'loss': 0.0559, 'learning_rate': 5e-05, 'epoch': 4.2}
{'loss': 0.0628, 'learning_rate': 5e-05, 'epoch': 4.22}
{'loss': 0.0546, 'learning_rate': 5e-05, 'epoch': 4.24}
{'loss': 0.0626, 'learning_rate': 5e-05, 'epoch': 4.26}
{'loss': 0.0495, 'learning_rate': 5e-05, 'epoch': 4.28}
{'loss': 0.0618, 'learning_rate': 5e-05, 'epoch': 4.3}
{'loss': 0.052, 'learning_rate': 5e-05, 'epoch': 4.32}
{'loss': 0.0625, 'learning_rate': 5e-05, 'epoch': 4.34}
{'loss': 0.0519, 'learning_rate': 5e-05, 'epoch': 4.36}
{'loss': 0.0599, 'learning_rate': 5e-05, 'epoch': 4.38}
{'loss': 0.0559, 'learning_rate': 5e-05, 'epoch': 4.4}
{'loss': 0.0532, 'learning_rate': 5e-05, 'epoch': 4.42}
{'loss': 0.0505, 'learning_rate': 5e-05, 'epoch': 4.44}
{'loss': 0.0633, 'learning_rate': 5e-05, 'epoch': 4.46}
{'loss': 0.0592, 'learning_rate': 5e-05, 'epoch': 4.48}
{'loss': 0.0525, 'learning_rate': 5e-05, 'epoch': 4.5}
{'loss': 0.0466, 'learning_rate': 5e-05, 'epoch': 4.51}
{'loss': 0.0539, 'learning_rate': 5e-05, 'epoch': 4.53}
{'loss': 0.0589, 'learning_rate': 5e-05, 'epoch': 4.55}
{'loss': 0.0582, 'learning_rate': 5e-05, 'epoch': 4.57}
{'loss': 0.0594, 'learning_rate': 5e-05, 'epoch': 4.59}
{'loss': 0.0622, 'learning_rate': 5e-05, 'epoch': 4.61}
{'loss': 0.074, 'learning_rate': 5e-05, 'epoch': 4.63}
{'loss': 0.0603, 'learning_rate': 5e-05, 'epoch': 4.65}
{'loss': 0.0558, 'learning_rate': 5e-05, 'epoch': 4.67}
{'loss': 0.0597, 'learning_rate': 5e-05, 'epoch': 4.69}
{'loss': 0.0585, 'learning_rate': 5e-05, 'epoch': 4.71}
{'loss': 0.052, 'learning_rate': 5e-05, 'epoch': 4.73}
{'loss': 0.0527, 'learning_rate': 5e-05, 'epoch': 4.75}
{'loss': 0.0689, 'learning_rate': 5e-05, 'epoch': 4.77}
{'loss': 0.0506, 'learning_rate': 5e-05, 'epoch': 4.79}
{'loss': 0.0664, 'learning_rate': 5e-05, 'epoch': 4.81}
{'loss': 0.0667, 'learning_rate': 5e-05, 'epoch': 4.82}
{'loss': 0.0591, 'learning_rate': 5e-05, 'epoch': 4.84}
{'loss': 0.0571, 'learning_rate': 5e-05, 'epoch': 4.86}
{'loss': 0.0552, 'learning_rate': 5e-05, 'epoch': 4.88}
{'loss': 0.0654, 'learning_rate': 5e-05, 'epoch': 4.9}
{'loss': 0.0656, 'learning_rate': 5e-05, 'epoch': 4.92}
{'loss': 0.0486, 'learning_rate': 5e-05, 'epoch': 4.94}
{'loss': 0.0584, 'learning_rate': 5e-05, 'epoch': 4.96}
{'loss': 0.0469, 'learning_rate': 5e-05, 'epoch': 4.98}
{'loss': 0.0495, 'learning_rate': 5e-05, 'epoch': 5.0}
{'eval_loss': 0.043154288083314896, 'eval_runtime': 4.5296, 'eval_samples_per_second': 140.852, 'eval_steps_per_second': 17.662, 'epoch': 5.0}
{'loss': 0.0469, 'learning_rate': 5e-05, 'epoch': 5.02}
{'loss': 0.0531, 'learning_rate': 5e-05, 'epoch': 5.04}
{'loss': 0.051, 'learning_rate': 5e-05, 'epoch': 5.06}
{'loss': 0.0401, 'learning_rate': 5e-05, 'epoch': 5.08}
{'loss': 0.0485, 'learning_rate': 5e-05, 'epoch': 5.1}
{'loss': 0.0513, 'learning_rate': 5e-05, 'epoch': 5.12}
{'loss': 0.0593, 'learning_rate': 5e-05, 'epoch': 5.13}
{'loss': 0.0532, 'learning_rate': 5e-05, 'epoch': 5.15}
{'loss': 0.0496, 'learning_rate': 5e-05, 'epoch': 5.17}
{'loss': 0.0455, 'learning_rate': 5e-05, 'epoch': 5.19}
{'loss': 0.0486, 'learning_rate': 5e-05, 'epoch': 5.21}
{'loss': 0.0537, 'learning_rate': 5e-05, 'epoch': 5.23}
{'loss': 0.0604, 'learning_rate': 5e-05, 'epoch': 5.25}
{'loss': 0.0492, 'learning_rate': 5e-05, 'epoch': 5.27}
{'loss': 0.0496, 'learning_rate': 5e-05, 'epoch': 5.29}
{'loss': 0.0555, 'learning_rate': 5e-05, 'epoch': 5.31}
{'loss': 0.0461, 'learning_rate': 5e-05, 'epoch': 5.33}
{'loss': 0.0623, 'learning_rate': 5e-05, 'epoch': 5.35}
{'loss': 0.0525, 'learning_rate': 5e-05, 'epoch': 5.37}
{'loss': 0.0586, 'learning_rate': 5e-05, 'epoch': 5.39}
{'loss': 0.0609, 'learning_rate': 5e-05, 'epoch': 5.41}
{'loss': 0.0585, 'learning_rate': 5e-05, 'epoch': 5.43}
{'loss': 0.0487, 'learning_rate': 5e-05, 'epoch': 5.44}
{'loss': 0.0704, 'learning_rate': 5e-05, 'epoch': 5.46}
{'loss': 0.0503, 'learning_rate': 5e-05, 'epoch': 5.48}
{'loss': 0.0563, 'learning_rate': 5e-05, 'epoch': 5.5}
{'loss': 0.0534, 'learning_rate': 5e-05, 'epoch': 5.52}
{'loss': 0.0499, 'learning_rate': 5e-05, 'epoch': 5.54}
{'loss': 0.052, 'learning_rate': 5e-05, 'epoch': 5.56}
{'loss': 0.0576, 'learning_rate': 5e-05, 'epoch': 5.58}
{'loss': 0.0552, 'learning_rate': 5e-05, 'epoch': 5.6}
{'loss': 0.0474, 'learning_rate': 5e-05, 'epoch': 5.62}
{'loss': 0.0478, 'learning_rate': 5e-05, 'epoch': 5.64}
{'loss': 0.0566, 'learning_rate': 5e-05, 'epoch': 5.66}
{'loss': 0.0538, 'learning_rate': 5e-05, 'epoch': 5.68}
{'loss': 0.0437, 'learning_rate': 5e-05, 'epoch': 5.7}
{'loss': 0.0655, 'learning_rate': 5e-05, 'epoch': 5.72}
{'loss': 0.0553, 'learning_rate': 5e-05, 'epoch': 5.74}
{'loss': 0.0653, 'learning_rate': 5e-05, 'epoch': 5.75}
{'loss': 0.0637, 'learning_rate': 5e-05, 'epoch': 5.77}
{'loss': 0.0636, 'learning_rate': 5e-05, 'epoch': 5.79}
{'loss': 0.0584, 'learning_rate': 5e-05, 'epoch': 5.81}
{'loss': 0.055, 'learning_rate': 5e-05, 'epoch': 5.83}
{'loss': 0.0572, 'learning_rate': 5e-05, 'epoch': 5.85}
{'loss': 0.0554, 'learning_rate': 5e-05, 'epoch': 5.87}
{'loss': 0.0586, 'learning_rate': 5e-05, 'epoch': 5.89}
{'loss': 0.0481, 'learning_rate': 5e-05, 'epoch': 5.91}
{'loss': 0.0495, 'learning_rate': 5e-05, 'epoch': 5.93}
{'loss': 0.0559, 'learning_rate': 5e-05, 'epoch': 5.95}
{'loss': 0.0514, 'learning_rate': 5e-05, 'epoch': 5.97}
{'loss': 0.0475, 'learning_rate': 5e-05, 'epoch': 5.99}
{'eval_loss': 0.03817182034254074, 'eval_runtime': 4.5432, 'eval_samples_per_second': 140.429, 'eval_steps_per_second': 17.609, 'epoch': 6.0}
{'loss': 0.0573, 'learning_rate': 5e-05, 'epoch': 6.01}
{'loss': 0.0503, 'learning_rate': 5e-05, 'epoch': 6.03}
{'loss': 0.0438, 'learning_rate': 5e-05, 'epoch': 6.05}
{'loss': 0.0495, 'learning_rate': 5e-05, 'epoch': 6.06}
{'loss': 0.051, 'learning_rate': 5e-05, 'epoch': 6.08}
{'loss': 0.0459, 'learning_rate': 5e-05, 'epoch': 6.1}
{'loss': 0.0529, 'learning_rate': 5e-05, 'epoch': 6.12}
{'loss': 0.0504, 'learning_rate': 5e-05, 'epoch': 6.14}
{'loss': 0.05, 'learning_rate': 5e-05, 'epoch': 6.16}
{'loss': 0.0542, 'learning_rate': 5e-05, 'epoch': 6.18}
{'loss': 0.0512, 'learning_rate': 5e-05, 'epoch': 6.2}
{'loss': 0.0425, 'learning_rate': 5e-05, 'epoch': 6.22}
{'loss': 0.0397, 'learning_rate': 5e-05, 'epoch': 6.24}
{'loss': 0.047, 'learning_rate': 5e-05, 'epoch': 6.26}
{'loss': 0.0501, 'learning_rate': 5e-05, 'epoch': 6.28}
{'loss': 0.0452, 'learning_rate': 5e-05, 'epoch': 6.3}
{'loss': 0.0536, 'learning_rate': 5e-05, 'epoch': 6.32}
{'loss': 0.0475, 'learning_rate': 5e-05, 'epoch': 6.34}
{'loss': 0.0426, 'learning_rate': 5e-05, 'epoch': 6.36}
{'loss': 0.0537, 'learning_rate': 5e-05, 'epoch': 6.37}
{'loss': 0.0544, 'learning_rate': 5e-05, 'epoch': 6.39}
{'loss': 0.0522, 'learning_rate': 5e-05, 'epoch': 6.41}
{'loss': 0.0447, 'learning_rate': 5e-05, 'epoch': 6.43}
{'loss': 0.0607, 'learning_rate': 5e-05, 'epoch': 6.45}
{'loss': 0.0471, 'learning_rate': 5e-05, 'epoch': 6.47}
{'loss': 0.0501, 'learning_rate': 5e-05, 'epoch': 6.49}
{'loss': 0.0584, 'learning_rate': 5e-05, 'epoch': 6.51}
{'loss': 0.0538, 'learning_rate': 5e-05, 'epoch': 6.53}
{'loss': 0.0461, 'learning_rate': 5e-05, 'epoch': 6.55}
{'loss': 0.0499, 'learning_rate': 5e-05, 'epoch': 6.57}
{'loss': 0.05, 'learning_rate': 5e-05, 'epoch': 6.59}
{'loss': 0.0539, 'learning_rate': 5e-05, 'epoch': 6.61}
{'loss': 0.059, 'learning_rate': 5e-05, 'epoch': 6.63}
{'loss': 0.0523, 'learning_rate': 5e-05, 'epoch': 6.65}
{'loss': 0.0495, 'learning_rate': 5e-05, 'epoch': 6.67}
{'loss': 0.0516, 'learning_rate': 5e-05, 'epoch': 6.68}
{'loss': 0.0458, 'learning_rate': 5e-05, 'epoch': 6.7}
{'loss': 0.058, 'learning_rate': 5e-05, 'epoch': 6.72}
{'loss': 0.0493, 'learning_rate': 5e-05, 'epoch': 6.74}
{'loss': 0.0504, 'learning_rate': 5e-05, 'epoch': 6.76}
{'loss': 0.0507, 'learning_rate': 5e-05, 'epoch': 6.78}
{'loss': 0.0451, 'learning_rate': 5e-05, 'epoch': 6.8}
{'loss': 0.0467, 'learning_rate': 5e-05, 'epoch': 6.82}
{'loss': 0.0461, 'learning_rate': 5e-05, 'epoch': 6.84}
{'loss': 0.0384, 'learning_rate': 5e-05, 'epoch': 6.86}
{'loss': 0.0428, 'learning_rate': 5e-05, 'epoch': 6.88}
{'loss': 0.0628, 'learning_rate': 5e-05, 'epoch': 6.9}
{'loss': 0.056, 'learning_rate': 5e-05, 'epoch': 6.92}
{'loss': 0.0442, 'learning_rate': 5e-05, 'epoch': 6.94}
{'loss': 0.0512, 'learning_rate': 5e-05, 'epoch': 6.96}
{'loss': 0.0478, 'learning_rate': 5e-05, 'epoch': 6.98}
{'loss': 0.0592, 'learning_rate': 5e-05, 'epoch': 6.99}
{'eval_loss': 0.04036137834191322, 'eval_runtime': 4.5289, 'eval_samples_per_second': 140.874, 'eval_steps_per_second': 17.664, 'epoch': 7.0}
{'loss': 0.0453, 'learning_rate': 5e-05, 'epoch': 7.01}
{'loss': 0.0484, 'learning_rate': 5e-05, 'epoch': 7.03}
{'loss': 0.0397, 'learning_rate': 5e-05, 'epoch': 7.05}
{'loss': 0.0526, 'learning_rate': 5e-05, 'epoch': 7.07}
{'loss': 0.0475, 'learning_rate': 5e-05, 'epoch': 7.09}
{'loss': 0.0402, 'learning_rate': 5e-05, 'epoch': 7.11}
{'loss': 0.0406, 'learning_rate': 5e-05, 'epoch': 7.13}
{'loss': 0.0463, 'learning_rate': 5e-05, 'epoch': 7.15}
{'loss': 0.0509, 'learning_rate': 5e-05, 'epoch': 7.17}
{'loss': 0.0412, 'learning_rate': 5e-05, 'epoch': 7.19}
{'loss': 0.0486, 'learning_rate': 5e-05, 'epoch': 7.21}
{'loss': 0.0516, 'learning_rate': 5e-05, 'epoch': 7.23}
{'loss': 0.0422, 'learning_rate': 5e-05, 'epoch': 7.25}
{'loss': 0.0543, 'learning_rate': 5e-05, 'epoch': 7.27}
{'loss': 0.0441, 'learning_rate': 5e-05, 'epoch': 7.29}
{'loss': 0.0439, 'learning_rate': 5e-05, 'epoch': 7.3}
{'loss': 0.0494, 'learning_rate': 5e-05, 'epoch': 7.32}
{'loss': 0.0553, 'learning_rate': 5e-05, 'epoch': 7.34}
{'loss': 0.0561, 'learning_rate': 5e-05, 'epoch': 7.36}
{'loss': 0.0522, 'learning_rate': 5e-05, 'epoch': 7.38}
{'loss': 0.0482, 'learning_rate': 5e-05, 'epoch': 7.4}
{'loss': 0.0454, 'learning_rate': 5e-05, 'epoch': 7.42}
{'loss': 0.0401, 'learning_rate': 5e-05, 'epoch': 7.44}
{'loss': 0.037, 'learning_rate': 5e-05, 'epoch': 7.46}
{'loss': 0.0482, 'learning_rate': 5e-05, 'epoch': 7.48}
{'loss': 0.0385, 'learning_rate': 5e-05, 'epoch': 7.5}
{'loss': 0.0457, 'learning_rate': 5e-05, 'epoch': 7.52}
{'loss': 0.0425, 'learning_rate': 5e-05, 'epoch': 7.54}
{'loss': 0.0438, 'learning_rate': 5e-05, 'epoch': 7.56}
{'loss': 0.0432, 'learning_rate': 5e-05, 'epoch': 7.58}
{'loss': 0.0494, 'learning_rate': 5e-05, 'epoch': 7.6}
{'loss': 0.0363, 'learning_rate': 5e-05, 'epoch': 7.61}
{'loss': 0.0404, 'learning_rate': 5e-05, 'epoch': 7.63}
{'loss': 0.0544, 'learning_rate': 5e-05, 'epoch': 7.65}
{'loss': 0.044, 'learning_rate': 5e-05, 'epoch': 7.67}
{'loss': 0.0501, 'learning_rate': 5e-05, 'epoch': 7.69}
{'loss': 0.0401, 'learning_rate': 5e-05, 'epoch': 7.71}
{'loss': 0.0462, 'learning_rate': 5e-05, 'epoch': 7.73}
{'loss': 0.0473, 'learning_rate': 5e-05, 'epoch': 7.75}
{'loss': 0.0394, 'learning_rate': 5e-05, 'epoch': 7.77}
{'loss': 0.0493, 'learning_rate': 5e-05, 'epoch': 7.79}
{'loss': 0.0466, 'learning_rate': 5e-05, 'epoch': 7.81}
{'loss': 0.0374, 'learning_rate': 5e-05, 'epoch': 7.83}
{'loss': 0.0551, 'learning_rate': 5e-05, 'epoch': 7.85}
{'loss': 0.0557, 'learning_rate': 5e-05, 'epoch': 7.87}
{'loss': 0.0413, 'learning_rate': 5e-05, 'epoch': 7.89}
{'loss': 0.0488, 'learning_rate': 5e-05, 'epoch': 7.91}
{'loss': 0.0502, 'learning_rate': 5e-05, 'epoch': 7.92}
{'loss': 0.0357, 'learning_rate': 5e-05, 'epoch': 7.94}
{'loss': 0.0518, 'learning_rate': 5e-05, 'epoch': 7.96}
{'loss': 0.0411, 'learning_rate': 5e-05, 'epoch': 7.98}
{'eval_loss': 0.04029793292284012, 'eval_runtime': 4.5289, 'eval_samples_per_second': 140.872, 'eval_steps_per_second': 17.664, 'epoch': 8.0}
{'loss': 0.0434, 'learning_rate': 5e-05, 'epoch': 8.0}
{'loss': 0.0441, 'learning_rate': 5e-05, 'epoch': 8.02}
{'loss': 0.0465, 'learning_rate': 5e-05, 'epoch': 8.04}
{'loss': 0.0499, 'learning_rate': 5e-05, 'epoch': 8.06}
{'loss': 0.0296, 'learning_rate': 5e-05, 'epoch': 8.08}
{'loss': 0.0424, 'learning_rate': 5e-05, 'epoch': 8.1}
{'loss': 0.0387, 'learning_rate': 5e-05, 'epoch': 8.12}
{'loss': 0.0456, 'learning_rate': 5e-05, 'epoch': 8.14}
{'loss': 0.0381, 'learning_rate': 5e-05, 'epoch': 8.16}
{'loss': 0.0428, 'learning_rate': 5e-05, 'epoch': 8.18}
{'loss': 0.0381, 'learning_rate': 5e-05, 'epoch': 8.2}
{'loss': 0.0403, 'learning_rate': 5e-05, 'epoch': 8.22}
{'loss': 0.0429, 'learning_rate': 5e-05, 'epoch': 8.23}
{'loss': 0.0395, 'learning_rate': 5e-05, 'epoch': 8.25}
{'loss': 0.0457, 'learning_rate': 5e-05, 'epoch': 8.27}
{'loss': 0.0471, 'learning_rate': 5e-05, 'epoch': 8.29}
{'loss': 0.0322, 'learning_rate': 5e-05, 'epoch': 8.31}
{'loss': 0.0493, 'learning_rate': 5e-05, 'epoch': 8.33}
{'loss': 0.0455, 'learning_rate': 5e-05, 'epoch': 8.35}
{'loss': 0.035, 'learning_rate': 5e-05, 'epoch': 8.37}
{'loss': 0.0506, 'learning_rate': 5e-05, 'epoch': 8.39}
{'loss': 0.0403, 'learning_rate': 5e-05, 'epoch': 8.41}
{'loss': 0.0446, 'learning_rate': 5e-05, 'epoch': 8.43}
{'loss': 0.0377, 'learning_rate': 5e-05, 'epoch': 8.45}
{'loss': 0.049, 'learning_rate': 5e-05, 'epoch': 8.47}
{'loss': 0.0487, 'learning_rate': 5e-05, 'epoch': 8.49}
{'loss': 0.0436, 'learning_rate': 5e-05, 'epoch': 8.51}
{'loss': 0.0455, 'learning_rate': 5e-05, 'epoch': 8.53}
{'loss': 0.0475, 'learning_rate': 5e-05, 'epoch': 8.54}
{'loss': 0.0381, 'learning_rate': 5e-05, 'epoch': 8.56}
{'loss': 0.042, 'learning_rate': 5e-05, 'epoch': 8.58}
{'loss': 0.0538, 'learning_rate': 5e-05, 'epoch': 8.6}
{'loss': 0.0479, 'learning_rate': 5e-05, 'epoch': 8.62}
{'loss': 0.0392, 'learning_rate': 5e-05, 'epoch': 8.64}
{'loss': 0.0388, 'learning_rate': 5e-05, 'epoch': 8.66}
{'loss': 0.0456, 'learning_rate': 5e-05, 'epoch': 8.68}
